Cloud Cover,Date time,Dew Point,Relative Humidity,Precipitation Cover,Temperature,Visibility,Conditions
50,06-04-2019,14.7,47.17,0,26.9,4,Partially cloudy
25,06-05-2019,16.5,50.27,0,27.9,4,Clear
100,06-06-2019,12,39.91,0,26.9,4,Overcast
15,06-07-2019,14.5,41.83,0,28.8,4,Clear
50,06-08-2019,13.9,42.41,0,27.9,4,Partially cloudy
15,06-09-2019,15.1,41.12,0,29.8,4,Clear
0,06-10-2019,10,30.08,0,29.4,4,Clear
75,06-11-2019,16.4,48.61,0,28.8,4,Partially cloudy
100,06-12-2019,14.6,52.76,100,24.9,2,"Rain, Overcast"
25,06/13/2019,13.8,42.8,0,27.8,4,Clear
0,06/14/2019,12.9,34.64,0,30.2,4,Clear
50,06/15/2019,14.3,41.82,0,28.5,4,Partially cloudy
60,06/16/2019,13.5,44.05,0,26.8,4,Partially cloudy
50,06/17/2019,11.9,39.87,50,26.8,4,"Rain, Partially cloudy"
40,06/18/2019,14.5,50,50,25.8,4,"Rain, Partially cloudy"
40,06/19/2019,14.9,51.16,0,25.8,4,Partially cloudy
80,06/20/2019,13.5,47.58,50,25.5,4,"Rain, Overcast"
40,06/21/2019,14,50.29,0,25.3,4,Partially cloudy
0,06/22/2019,14.7,50.04,0,25.8,4,Clear
15,06/23/2019,13.7,44.5,0,26.8,4,Clear
75,06/24/2019,15.3,53.86,0,25.5,4,Partially cloudy
50,06/25/2019,15.5,52.48,50,26,4,"Rain, Partially cloudy"
55,06/26/2019,14.3,44.43,0,27.5,4,Partially cloudy
30,06/27/2019,12.6,42.14,50,26.5,4,"Rain, Partially cloudy"
15,06/28/2019,14.2,41.3,0,28.8,4,Clear
26.7,06/29/2019,12.9,38.89,33.33,28.2,4,"Rain, Partially cloudy"
40,06/30/2019,13.6,38.81,0,29.1,4,Partially cloudy
80,07-01-2019,14.7,38.94,0,30.2,4,Overcast
15,07-02-2019,14.4,43.01,0,28.1,4,Clear
50,07-03-2019,14.6,42.11,0,28.8,4,Partially cloudy
90,07-04-2019,15.5,48.5,100,27.4,4,"Rain, Overcast"
65,07-05-2019,18.3,55.11,50,28.5,4,"Rain, Partially cloudy"
40,07-06-2019,19.4,64.66,50,26.8,4,"Rain, Partially cloudy"
50,07-07-2019,19.6,63.68,50,27.3,4,"Rain, Partially cloudy"
90,07-08-2019,23.6,89.27,100,25.6,4,"Rain, Overcast"
100,07-09-2019,18.9,83.09,100,21.9,2,"Rain, Overcast"
75,07-10-2019,20.5,64.64,100,28,4,"Rain, Partially cloudy"
65,07-11-2019,19.5,63.36,0,27.1,4,Partially cloudy
90,07-12-2019,22.4,73.77,0,27.5,4,Overcast
65,07/13/2019,21.3,75.19,100,26,3,"Rain, Partially cloudy"
90,07/14/2019,20.9,75.5,50,25.5,3,"Rain, Overcast"
55,07/15/2019,20.3,76.12,100,24.8,4,"Rain, Partially cloudy"
80,07/16/2019,20,78.4,50,24,4,"Rain, Overcast"
90,07/17/2019,19.5,70.79,50,25.3,4,"Rain, Overcast"
100,07/18/2019,20.7,84.05,50,23.5,4,"Rain, Overcast"
90,07/19/2019,20.1,75.46,100,24.9,4,"Rain, Overcast"
40,07/20/2019,20.5,73.45,50,25.6,4,"Rain, Partially cloudy"
40,07/21/2019,19.4,75.64,100,24,4,"Rain, Partially cloudy"
50,07/22/2019,19.1,68.39,50,25.4,4,"Rain, Partially cloudy"
55,07/23/2019,18.7,65.49,50,25.6,4,"Rain, Partially cloudy"
80,07/24/2019,20.9,79.47,100,24.7,4,"Rain, Overcast"
90,07/25/2019,24.3,100,100,24.3,4,"Rain, Overcast"
80,07/26/2019,20,80.1,50,23.6,4,"Rain, Overcast"
90,07/27/2019,22.4,100,100,22.4,4,"Rain, Overcast"
80,07/28/2019,20.1,91.6,0,21.6,4,Overcast
90,07/29/2019,18.1,73.52,0,23.4,4,Overcast
90,07/30/2019,22.1,89.61,50,24,4,"Rain, Overcast"
100,07/31/2019,23.7,100,100,23.7,2,"Rain, Overcast"
90,08-01-2019,19.4,78.24,50,23.7,3,"Rain, Overcast"
90,08-02-2019,16.4,69.5,100,23.4,4,"Rain, Overcast"
80,08-03-2019,20.4,76.74,50,24.8,4,"Rain, Overcast"
50,08-04-2019,20.1,79.31,0,23.9,4,Partially cloudy
90,08-05-2019,21.9,84.38,50,25,4,"Rain, Overcast"
100,08-06-2019,23.1,92.66,100,24.4,4,"Rain, Overcast"
90,08-07-2019,22.4,87.06,100,24.9,3,"Rain, Overcast"
55,08-08-2019,20.1,74.05,0,25.1,4,Partially cloudy
80,08-09-2019,20.4,71.7,0,25.8,4,Overcast
65,08-10-2019,20.2,73.21,0,25.4,4,Partially cloudy
90,08-11-2019,19.8,71.04,50,25.4,4,"Rain, Overcast"
100,08-12-2019,22.9,90.9,100,24.5,4,"Rain, Overcast"
100,08/13/2019,21.5,79.45,50,25.4,4,"Rain, Overcast"
100,08/14/2019,22.9,100,100,22.9,2,"Rain, Overcast"
40,08/15/2019,20,72.86,50,25.3,4,"Rain, Partially cloudy"
90,08/16/2019,20.8,77.54,100,25,4,"Rain, Overcast"
100,08/17/2019,22.9,100,100,22.9,3,"Rain, Overcast"
75,08/18/2019,21.6,85.27,50,24.5,4,"Rain, Partially cloudy"
65,08/19/2019,21.4,83.43,50,24.8,4,"Rain, Partially cloudy"
30,08/20/2019,18.7,73.57,0,23.7,4,Partially cloudy
0,08/21/2019,17.7,69.1,0,23.7,4,Clear
65,08/22/2019,19.8,70.88,50,25.5,4,"Rain, Partially cloudy"
50,08/23/2019,19.8,72.02,50,25.2,4,"Rain, Partially cloudy"
55,08/24/2019,19.2,67.35,50,25.7,4,"Rain, Partially cloudy"
90,08/25/2019,20.7,79.63,100,24.5,3,"Rain, Overcast"
65,08/26/2019,20.8,81.8,50,24.5,3,"Rain, Partially cloudy"
65,08/27/2019,19.5,73.33,0,24.6,4,Partially cloudy
30,08/28/2019,19.5,67.28,50,26.1,4,"Rain, Partially cloudy"
50,08/29/2019,19.2,70.22,0,25,4,Partially cloudy
90,08/30/2019,21.8,85.22,50,24.6,4,"Rain, Overcast"
50,08/31/2019,18.4,70.07,0,24.2,4,Partially cloudy
100,09-01-2019,20.5,77.22,50,24.9,4,"Rain, Overcast"
65,09-02-2019,20.7,75.08,0,25.5,4,Partially cloudy
50,09-03-2019,20,73.44,0,25.3,4,Partially cloudy
65,09-04-2019,19.1,69.18,50,25.2,4,"Rain, Partially cloudy"
100,09-05-2019,21.8,82.25,50,25.4,4,"Rain, Overcast"
100,09-06-2019,20.7,70.91,0,26.4,4,Overcast
40,09-07-2019,19.5,69.49,0,25.5,4,Partially cloudy
30,09-08-2019,18.1,67.94,0,24.3,4,Partially cloudy
40,09-09-2019,17.7,64.3,0,24.9,4,Partially cloudy
,09-10-2019,,,,,,
100,09-11-2019,18.7,63.38,0,26.2,4,Overcast
50,09-12-2019,16.4,59.05,0,25,4,Partially cloudy
40,09/13/2019,18.5,69.63,50,24.5,4,"Rain, Partially cloudy"
40,09/14/2019,20.1,77.2,50,24.4,4,"Rain, Partially cloudy"
65,09/15/2019,19.4,75.53,50,24,4,"Rain, Partially cloudy"
40,09/16/2019,18.6,71.59,50,24.1,4,"Rain, Partially cloudy"
25,09/17/2019,17.8,66.92,0,24.4,4,Clear
25,09/18/2019,16.7,65.9,50,23.4,4,Rain
65,09/19/2019,18.2,76.33,100,22.6,3,"Rain, Partially cloudy"
50,09/20/2019,18.6,82.65,50,22,4,"Rain, Partially cloudy"
55,09/21/2019,17.3,72.06,0,22.6,4,Partially cloudy
40,09/22/2019,19.3,86.17,50,21.9,4,"Rain, Partially cloudy"
30,09/23/2019,16.4,68.4,0,22.5,4,Partially cloudy
55,09/24/2019,17.4,71.21,0,23,4,Partially cloudy
25,09/25/2019,15.3,60.85,0,23.3,4,Clear
100,09/26/2019,18.7,81.25,50,22.4,4,"Rain, Overcast"
90,09/27/2019,19.4,85.13,50,22.3,4,"Rain, Overcast"
75,09/28/2019,17.8,75.33,100,22.4,4,"Rain, Partially cloudy"
90,09/29/2019,21.9,100,100,21.5,4,"Rain, Overcast"
100,09/30/2019,20.9,100,0,20.9,4,Overcast
40,10-01-2019,17.5,73.5,50,22.5,4,"Rain, Partially cloudy"
,10-02-2019,,,,,,
40,10-03-2019,15.1,66.03,0,21.8,4,Partially cloudy
65,10-04-2019,14.2,60.14,0,22.3,4,Partially cloudy
55,10-05-2019,14.4,61.12,0,22.3,4,Partially cloudy
65,10-06-2019,13.4,57.57,0,22.2,4,Partially cloudy
50,10-07-2019,14.4,61.48,50,22.2,4,"Rain, Partially cloudy"
15,10-08-2019,13.7,59.17,0,22,4,Clear
40,10-09-2019,14.2,63.94,50,21.3,4,"Rain, Partially cloudy"
15,10-10-2019,14.3,67.39,0,20.5,4,Clear
30,10-11-2019,13.9,64.88,0,20.8,4,Partially cloudy
30,10-12-2019,13.5,61.09,0,21.3,4,Partially cloudy
40,10/13/2019,12.9,59.48,0,21.1,4,Partially cloudy
40,10/14/2019,12.9,60.66,0,20.8,4,Partially cloudy
25,10/15/2019,12.8,60.37,100,20.7,4,Rain
40,10/16/2019,13.7,63.99,0,20.8,4,Partially cloudy
40,10/17/2019,12.5,59.41,50,20.8,4,"Rain, Partially cloudy"
40,10/18/2019,12.3,60.13,0,20.3,4,Partially cloudy
15,10/19/2019,12.5,60.68,0,20.4,4,Clear
0,10/20/2019,12.5,63.18,0,19.7,4,Clear
30,10/21/2019,12.4,62.02,0,19.9,4,Partially cloudy
15,10/22/2019,11.6,58.43,0,20,4,Clear
15,10/23/2019,13,64.08,0,20,4,Clear
0,10/24/2019,13.2,58.45,0,21.7,4,Clear
15,10/25/2019,12.6,60.15,0,20.6,4,Clear
25,10/26/2019,11.7,59.62,0,19.8,4,Clear
0,10/27/2019,12.9,63.17,0,20.2,4,Clear
25,10/28/2019,11.9,57.11,0,20.7,4,Clear
0,10/29/2019,12.3,60.49,0,20.2,4,Clear
25,10/30/2019,11.6,59.37,0,19.8,4,Clear
50,10/31/2019,12.4,58.46,0,20.9,4,Partially cloudy
65,11-01-2019,12.2,60.61,0,20,4,Partially cloudy
65,11-02-2019,12.4,62.76,0,19.7,4,Partially cloudy
90,11-03-2019,13.4,68.48,0,19.4,4,Overcast
15,11-04-2019,11.9,60.92,0,19.7,4,Clear
15,11-05-2019,12.1,65.33,0,18.8,4,Clear
30,11-06-2019,11.9,62.74,0,19.2,4,Partially cloudy
75,11-07-2019,12.7,76.83,50,16.8,4,"Rain, Partially cloudy"
75,11-08-2019,11.4,70.04,100,16.9,4,"Rain, Partially cloudy"
30,11-09-2019,7.9,56.07,0,16.7,4,Partially cloudy
15,11-10-2019,9.7,56.78,0,18.4,4,Clear
75,11-11-2019,11.4,62.92,0,18.6,4,Partially cloudy
15,11-12-2019,10.3,62.92,0,17.5,4,Clear
100,11/13/2019,8.9,68.2,0,14.7,4,Overcast
100,11/14/2019,7.9,60.56,0,15.5,4,Overcast
100,11/15/2019,7.9,60.53,0,15.5,4,Overcast
100,11/16/2019,8.2,64.21,0,14.9,4,Overcast
40,11/17/2019,7.8,56.59,0,16.4,4,Partially cloudy
15,11/18/2019,8.8,62.23,0,16,4,Clear
15,11/19/2019,7.3,56.64,0,15.9,4,Clear
65,11/20/2019,8.3,61.48,0,15.7,4,Partially cloudy
100,11/21/2019,7.5,63.3,0,14.5,12,Overcast
100,11/22/2019,6.2,62.23,50,13.3,4,"Rain, Overcast"
75,11/23/2019,8.2,72.92,0,13,4,Partially cloudy
40,11/24/2019,8.3,65.98,0,14.8,4,Partially cloudy
15,11/25/2019,5.7,59.43,0,13.4,4,Clear
50,11/26/2019,5.6,60.39,0,13.1,4,Partially cloudy
55,11/27/2019,7.4,71.08,0,12.5,4,Partially cloudy
100,11/28/2019,6.8,83.68,100,9.7,4,"Rain, Overcast"
65,11/29/2019,7.6,81.7,100,10.6,4,"Rain, Partially cloudy"
30,11/30/2019,6.5,64.47,0,13,4,Partially cloudy
0,12-01-2019,5.5,65.3,0,11.8,4,Clear
0,12-02-2019,5.4,65.09,0,11.8,4,Clear
0,12-03-2019,4.3,61.47,0,11.4,4,Clear
0,12-04-2019,3.4,53.76,0,12.5,4,Clear
0,12-05-2019,4.7,58.79,0,12.6,4,Clear
0,12-06-2019,5.1,59.67,0,12.8,4,Clear
0,12-07-2019,4.2,57.92,0,12.3,4,Clear
15,12-08-2019,4.5,58.93,0,12.3,4,Clear
25,12-09-2019,3.9,58.4,0,11.8,4,Clear
40,12-10-2019,3.1,55.24,0,11.9,4,Partially cloudy
75,12-11-2019,3.5,55.73,0,12.1,4,Partially cloudy
100,12-12-2019,6.1,81.4,50,9.5,3,"Rain, Overcast"
100,12/13/2019,6.6,100,100,6.6,2,"Rain, Overcast"
75,12/14/2019,5.9,88.88,50,7.8,3,"Rain, Partially cloudy"
15,12/15/2019,4.4,74.15,0,8.8,4,Clear
0,12/16/2019,3.6,69.84,0,8.9,4,Clear
0,12/17/2019,3.3,68.41,0,8.8,4,Clear
30,12/18/2019,3.3,67.95,0,8.9,4,Partially cloudy
100,12/19/2019,3,68.84,0,8.4,4,Overcast
90,12/20/2019,2.9,73.5,0,7.4,4,Overcast
30,12/21/2019,3.7,61.93,0,10.7,4,Partially cloudy
15,12/22/2019,2.5,62.41,0,9.4,4,Clear
15,12/23/2019,2.3,63.72,0,8.8,4,Clear
0,12/24/2019,3,66.51,0,8.9,4,Clear
0,12/25/2019,4.2,67.67,0,9.9,4,Clear
40,12/26/2019,2.9,69.03,0,8.2,4,Partially cloudy
15,12/27/2019,1.6,61.44,0,8.6,4,Clear
0,12/28/2019,4.2,69.98,0,9.4,4,Clear
0,12/29/2019,3.9,66.26,0,9.9,4,Clear
30,12/30/2019,2.1,63.7,0,8.6,4,Partially cloudy
15,12/31/2019,1.8,61.1,0,8.9,4,Clear
30,01-01-2020,1.3,60.95,0,8.4,4,Partially cloudy
55,01-02-2020,2,68.29,0,7.5,4,Partially cloudy
25,01-03-2020,1.5,65.88,0,7.5,4,Clear
100,01-04-2020,3.5,73.74,0,7.9,4,Overcast
50,01-05-2020,1.4,64.86,0,7.6,4,Partially cloudy
100,01-06-2020,4.4,86.54,50,6.7,3,"Rain, Overcast"
90,01-07-2020,5.4,94.44,100,6.3,3,"Rain, Overcast"
100,01-08-2020,6.7,100,100,6.7,4,"Rain, Overcast"
30,01-09-2020,2.7,78.28,100,6.2,4,"Rain, Partially cloudy"
0,01-10-2020,1.9,65.61,0,7.9,4,Clear
65,01-11-2020,1.9,66.55,0,7.7,4,Partially cloudy
100,01-12-2020,3.8,66.23,0,9.8,4,Overcast
100,01/13/2020,5.5,84.26,50,8.3,3,"Rain, Overcast"
50,01/14/2020,2.7,72.09,0,7.4,4,Partially cloudy
65,01/15/2020,3.5,68.73,0,9,4,Partially cloudy
40,01/16/2020,3.2,67.45,0,8.9,4,Partially cloudy
65,01/17/2020,3.4,70.61,0,8.4,4,Partially cloudy
65,01/18/2020,3.7,75.02,0,7.9,4,Partially cloudy
15,01/19/2020,3.3,72.03,0,8,4,Clear
90,01/20/2020,4,73.15,0,8.5,4,Overcast
100,01/21/2020,7.2,100,0,7.2,2,Overcast
15,01/22/2020,3,75.19,50,7.1,4,Rain
0,01/23/2020,2.1,65.29,0,8.3,4,Clear
15,01/24/2020,3.1,65.87,0,9.2,4,Clear
40,01/25/2020,2.8,64.61,0,9.2,4,Partially cloudy
15,01/26/2020,2.8,61.4,0,9.9,4,Clear
50,01/27/2020,2.8,68.81,0,8.3,4,Partially cloudy
100,01/28/2020,5.4,84.89,100,8,2,"Rain, Overcast"
75,01/29/2020,4.4,78.59,50,7.9,4,"Rain, Partially cloudy"
30,01/30/2020,2.7,67.81,0,8.3,4,Partially cloudy
40,01/31/2020,2.8,66.48,0,8.7,4,Partially cloudy
40,02-01-2020,2,64.3,0,8.4,4,Partially cloudy
15,02-02-2020,3.2,69.07,0,8.5,4,Clear
0,02-03-2020,2.4,65.32,0,8.5,4,Clear
65,02-04-2020,1.5,63.22,0,8.1,4,Partially cloudy
30,02-05-2020,1.9,60.69,0,9.1,4,Partially cloudy
55,02-06-2020,2.1,63.06,0,8.8,4,Partially cloudy
30,02-07-2020,2.2,61.7,0,9.2,4,Partially cloudy
0,02-08-2020,2.6,63.97,0,9.1,4,Clear
0,02-09-2020,2.8,60.37,0,10.1,4,Clear
15,02-10-2020,3,61.51,0,10.1,4,Clear
40,02-11-2020,3.2,61.41,0,10.3,4,Partially cloudy
15,02-12-2020,5.1,60.66,0,12.5,4,Clear
40,02/13/2020,6.3,60.58,0,13.8,4,Partially cloudy
15,02/14/2020,6,62.29,0,13,4,Clear
15,02/15/2020,6.2,59.37,0,14,4,Clear
40,02/16/2020,7.1,62.16,0,14.3,4,Partially cloudy
0,02/17/2020,7,59.76,0,14.8,4,Clear
15,02/18/2020,6.8,58.17,0,14.9,4,Clear
50,02/19/2020,5.2,54.5,0,14.3,4,Partially cloudy
55,02/20/2020,4.5,50.06,0,14.9,4,Partially cloudy
90,02/21/2020,5.2,56.2,50,13.9,4,"Rain, Overcast"
45,02/22/2020,6.4,55.88,0,15.2,3,Partially cloudy
15,02/23/2020,6.1,54.11,0,15.4,4,Clear
15,02/24/2020,6.7,56.85,0,15.2,4,Clear
25,02/25/2020,5.8,52.79,0,15.4,4,Clear
15,02/26/2020,5.1,63.24,0,12.3,4,Clear
100,02/27/2020,6,55.24,0,14.9,4,Overcast
30,02/28/2020,5.4,52.98,0,14.9,4,Partially cloudy
100,02/29/2020,8.6,69.66,100,14.2,2,"Rain, Overcast"
15,03-01-2020,6.5,61.46,0,13.8,4,Clear
25,03-02-2020,6.3,58.11,0,14.4,4,Clear
15,03-03-2020,7.1,59.59,0,14.9,4,Clear
55,03-04-2020,5.6,54.09,0,14.9,4,Partially cloudy
100,03-05-2020,7,64.61,50,13.7,3,"Rain, Overcast"
90,03-06-2020,7.6,77.09,50,11.5,4,"Rain, Overcast"
100,03-07-2020,7.9,93.7,100,8.9,3,"Rain, Overcast"
30,03-08-2020,5,75.08,0,9.3,4,Partially cloudy
0,03-09-2020,7,63.1,0,13.9,4,Clear
15,03-10-2020,5.9,52.64,0,15.5,4,Clear
30,03-11-2020,4.7,53.14,100,14.1,4,"Rain, Partially cloudy"
90,03-12-2020,9.5,92.01,100,10.8,4,"Rain, Overcast"
,03/13/2020,,,,,,
100,03/14/2020,7,80.82,100,10.2,4,"Rain, Overcast"
15,03/15/2020,4.9,66.31,0,11,4,Clear
15,03/16/2020,4.6,54.1,0,13.8,4,Clear
15,03/17/2020,6.7,56.76,0,15.3,4,Clear
40,03/18/2020,7.2,54.62,0,16.4,4,Partially cloudy
65,03/19/2020,7.8,59.55,100,15.6,4,"Rain, Partially cloudy"
15,03/20/2020,7.4,57.44,0,15.8,4,Clear
75,03/21/2020,6.8,56.07,0,15.5,4,Partially cloudy
15,03/22/2020,6.9,54.93,0,15.9,4,Clear
55,03/23/2020,6.8,54.21,0,16,4,Partially cloudy
100,03/24/2020,7.3,61.81,50,14.6,4,"Rain, Overcast"
15,03/25/2020,7.5,58.07,0,15.8,4,Clear
50,03/26/2020,7.9,59,0,15.9,4,Partially cloudy
100,03/27/2020,8.2,74.2,100,12.8,3,"Rain, Overcast"
55,03/28/2020,10.9,82.46,50,14.2,4,"Rain, Partially cloudy"
30,03/29/2020,9.9,61.39,0,17.4,4,Partially cloudy
75,03/30/2020,8,57.14,0,16.5,4,Partially cloudy
90,03/31/2020,6.5,53.33,50,16,3,"Rain, Overcast"
30,04-01-2020,8.1,58.84,50,16.3,4,"Rain, Partially cloudy"
65,04-02-2020,8.1,59.45,50,16,4,"Rain, Partially cloudy"
40,04-03-2020,6.2,51.57,0,16.5,4,Partially cloudy
15,04-04-2020,8,55.93,0,16.9,4,Clear
30,04-05-2020,8.4,56.2,0,17.2,4,Partially cloudy
15,04-06-2020,8.4,56.93,0,17,4,Clear
90,04-07-2020,9,57.52,0,17.5,4,Overcast
65,04-08-2020,9.9,61.22,50,17.5,4,"Rain, Partially cloudy"
50,04-09-2020,7.2,56.97,0,15.7,4,Partially cloudy
40,04-10-2020,8.3,53.24,0,17.9,4,Partially cloudy
30,04-11-2020,9.4,55.42,0,18.5,4,Partially cloudy
15,04-12-2020,9.1,51.04,0,19.5,4,Clear
15,04/13/2020,11,55.12,0,20.3,4,Clear
30,04/14/2020,11,53.12,0,20.9,4,Partially cloudy
30,04/15/2020,14.2,50.5,0,25.2,4,Partially cloudy
30,04/16/2020,11.9,55.34,0,21.2,4,Partially cloudy
100,04/17/2020,9.3,58.07,50,17.6,4,"Rain, Overcast"
65,04/18/2020,8.2,61.69,50,15.5,4,"Rain, Partially cloudy"
30,04/19/2020,11.6,55.95,0,20.7,4,Partially cloudy
75,04/20/2020,9.6,58.49,0,17.9,4,Partially cloudy
50,04/21/2020,10.4,61.51,50,17.9,4,"Rain, Partially cloudy"
30,04/22/2020,8.5,57.31,0,17,4,Partially cloudy
15,04/23/2020,8.2,54.47,0,17.5,4,Clear
15,04/24/2020,10,66.83,0,16.4,4,Clear
40,04/25/2020,10,56.44,0,18.9,4,Partially cloudy
65,04/26/2020,11.4,55.92,0,20.5,4,Partially cloudy
90,04/27/2020,9.8,61.37,100,17.3,4,"Rain, Overcast"
40,04/28/2020,11.5,64.76,0,18.3,4,Partially cloudy
40,04/29/2020,9.2,52.31,0,19.2,4,Partially cloudy
65,04/30/2020,10.6,58.97,50,18.8,4,"Rain, Partially cloudy"
30,05-01-2020,10.7,53.72,0,20.4,4,Partially cloudy
75,05-02-2020,11.8,58.69,0,20.1,4,Partially cloudy
50,05-03-2020,13.2,57.74,0,21.9,4,Partially cloudy
40,05-04-2020,11.2,54.18,0,20.8,4,Partially cloudy
30,05-05-2020,9.2,53.98,100,18.7,4,"Rain, Partially cloudy"
65,05-06-2020,10.8,55.25,0,20,4,Partially cloudy
15,05-07-2020,11.5,59.97,50,19.5,4,Rain
15,05-08-2020,11.8,56.39,0,20.8,4,Clear
55,05-09-2020,12,55.57,0,21.3,4,Partially cloudy
30,05-10-2020,12.9,53.28,0,22.9,4,Partially cloudy
25,05-11-2020,12.7,58.39,0,21.2,4,Clear
15,05-12-2020,12,54.52,50,21.5,4,Rain
65,05/13/2020,12.4,55.72,0,21.6,4,Partially cloudy
50,05/14/2020,10.2,57,0,18.9,4,Partially cloudy
15,05/15/2020,11.5,56.26,50,20.6,4,Rain
15,05/16/2020,12.3,52.55,0,22.5,4,Clear
15,05/17/2020,11.7,52.39,0,21.9,4,Clear
15,05/18/2020,11.5,52.13,0,21.8,4,Clear
15,05/19/2020,10.9,48.59,0,22.3,4,Clear
0,05/20/2020,12.4,51.13,0,23,4,Clear
0,05/21/2020,11.2,45.54,0,23.8,4,Clear
0,05/22/2020,7.9,47.32,0,19.4,4,Clear
100,05/23/2020,16.2,46.21,0,28.9,4,Overcast
30,05/24/2020,13.3,50.1,50,24.4,4,"Rain, Partially cloudy"
15,05/25/2020,13.4,49.09,0,24.8,4,Clear
50,05/26/2020,12.8,45.2,0,25.5,4,Partially cloudy
30,05/27/2020,12.1,43.92,0,25.3,4,Partially cloudy
65,05/28/2020,14,50.16,50,25.1,4,"Rain, Partially cloudy"
40,05/29/2020,13.7,52.37,0,24,4,Partially cloudy
100,05/30/2020,12.9,56.1,50,22,4,"Rain, Overcast"
100,05/31/2020,11.4,58.02,100,19.9,4,"Rain, Overcast"
55,06-01-2020,10.3,50.68,0,21,4,Partially cloudy
65,06-02-2020,11.8,54.81,0,21.2,4,Partially cloudy
30,06-03-2020,11,49.26,0,22.1,4,Partially cloudy
40,06-04-2020,13,53.35,0,23,4,Partially cloudy
75,06-05-2020,13,56.31,100,22.1,4,"Rain, Partially cloudy"
90,06-06-2020,15.6,68.07,0,21.8,4,Overcast
65,06-07-2020,13.2,56.89,0,22.2,4,Partially cloudy
55,06-08-2020,13.5,55.92,50,22.8,4,"Rain, Partially cloudy"
15,06-09-2020,13.6,54.29,0,23.4,4,Clear
15,06-10-2020,10.8,45.96,50,23.3,4,Rain
30,06-11-2020,15.9,50.95,0,26.9,4,Partially cloudy
15,06-12-2020,12.5,49.01,0,23.9,4,Clear
15,06/13/2020,15,55.21,0,24.9,4,Clear
15,06/14/2020,13.8,49.15,0,25.3,4,Clear
0,06/15/2020,10.2,45.94,0,22.4,4,Clear
15,06/16/2020,15.9,52.77,50,26.4,4,Rain
40,06/17/2020,16.1,54.18,50,26.2,4,"Rain, Partially cloudy"
75,06/18/2020,17.3,63.59,50,24.7,4,"Rain, Partially cloudy"
90,06/19/2020,16.5,61.4,50,24.4,4,"Rain, Overcast"
55,06/20/2020,14.5,55.2,0,24,4,Partially cloudy
100,06/21/2020,15.4,58.44,50,24,4,"Rain, Overcast"
65,06/22/2020,15.9,63.42,0,23.3,4,Partially cloudy
90,06/23/2020,17,63.37,50,24.4,4,"Rain, Overcast"
100,06/24/2020,17.1,69.09,100,23.1,2.5,"Rain, Overcast"
75,06/25/2020,17.9,71.29,0,23.7,4,Partially cloudy
50,06/26/2020,22.1,73.71,100,27.2,4,"Rain, Partially cloudy"
55,06/27/2020,18,68.98,0,24,4,Partially cloudy
55,06/28/2020,16.8,62.41,0,24.4,4,Partially cloudy
90,06/29/2020,17.7,67.86,50,24,4,"Rain, Overcast"
40,06/30/2020,16.6,74.68,0,21.4,4,Partially cloudy
95,07-01-2020,17.4,64.85,50,24.4,4,"Rain, Overcast"
55,07-02-2020,17.6,68.89,100,23.7,4,"Rain, Partially cloudy"
30,07-03-2020,18.1,68.24,50,24.4,4,"Rain, Partially cloudy"
30,07-04-2020,12.9,62.86,0,20.2,4,Partially cloudy
55,07-05-2020,18,69.39,50,23.9,4,"Rain, Partially cloudy"
55,07-06-2020,17.9,63.61,0,25.3,4,Partially cloudy
90,07-07-2020,18.6,72.59,50,23.9,4,"Rain, Overcast"
65,07-08-2020,17.9,68.09,100,24.1,3,"Rain, Partially cloudy"
40,07-09-2020,17.1,63.78,0,24.4,4,Partially cloudy
75,07-10-2020,17.5,68.68,50,23.6,3,"Rain, Partially cloudy"
25,07-11-2020,17.5,67.2,0,24,4,Clear
55,07-12-2020,16.6,63.96,50,23.9,3,"Rain, Partially cloudy"
40,07/13/2020,16.3,61.09,0,24.3,4,Partially cloudy
75,07/14/2020,16.6,62.91,0,24.1,3,Partially cloudy
40,07/15/2020,16.7,60.72,50,24.8,4,"Rain, Partially cloudy"
40,07/16/2020,16.9,62.42,100,24.5,4,"Rain, Partially cloudy"
50,07/17/2020,19.6,63.2,0,27.2,4,Partially cloudy
100,07/18/2020,19.9,79.3,50,23.7,2.5,"Rain, Overcast"
90,07/19/2020,20.1,86.3,50,22.8,2.5,"Rain, Overcast"
80,07/20/2020,17.4,82.91,100,20.4,4,"Rain, Overcast"
90,07/21/2020,17.2,75.62,100,21.7,4,"Rain, Overcast"
90,07/22/2020,16.6,69.93,50,22.4,2.5,"Rain, Overcast"
15,07/23/2020,16.4,66.18,50,23,4,Rain
65,07/24/2020,16,62.81,50,23.5,3,"Rain, Partially cloudy"
65,07/25/2020,18.8,82.95,100,22.1,2.5,"Rain, Partially cloudy"
65,07/26/2020,16.1,61.91,0,23.9,4,Partially cloudy
50,07/27/2020,17.4,61.24,100,25.4,4,"Rain, Partially cloudy"
50,07/28/2020,18.1,75.29,100,22.8,4,"Rain, Partially cloudy"
75,07/29/2020,19,82.66,50,22.5,3,"Rain, Partially cloudy"
75,07/30/2020,19.2,83.78,50,22.4,2.5,"Rain, Partially cloudy"
40,07/31/2020,14.9,62.9,100,22.3,4,"Rain, Partially cloudy"
90,08-01-2020,18.4,81.98,100,22,3,"Rain, Overcast"
55,08-02-2020,15.3,65.18,0,22.1,4,Partially cloudy
