Name,Latitude,Cloud Cover,Minimum Temperature,Date time,Precipitation,Dew Point,Relative Humidity,Precipitation Cover,Longitude,Temperature,Maximum Temperature,Visibility,Conditions
"Pathankot, Punjab, India",32.2705,65,15.1,03-02-2018,4,11.4,69.73,50,75.6491,17,18.9,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,100,13.7,03-03-2018,0,9.5,72.87,0,75.6491,14.4,15.2,4,Overcast
"Pathankot, Punjab, India",32.2705,30,14.9,03-04-2018,3,9.9,71.16,50,75.6491,15.3,15.7,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,15,15.2,03-05-2018,2,8.9,60.61,50,75.6491,16.5,17.9,4,Rain
"Pathankot, Punjab, India",32.2705,15,15.2,03-06-2018,0,9.5,58.84,0,75.6491,17.7,20.2,4,Clear
"Pathankot, Punjab, India",32.2705,0,15.9,03-07-2018,0,10.1,60.49,0,75.6491,17.9,19.9,4,Clear
"Pathankot, Punjab, India",32.2705,0,15.4,03-08-2018,0,10.1,60.48,0,75.6491,17.9,20.4,4,Clear
"Pathankot, Punjab, India",32.2705,40,15.9,03-09-2018,0,10.5,61.54,0,75.6491,18,20.2,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,0,16.9,03-10-2018,0,10.7,58.93,0,75.6491,18.9,20.9,4,Clear
"Pathankot, Punjab, India",32.2705,0,17.7,03-11-2018,0,9.7,59.44,0,75.6491,17.7,17.7,4,Clear
"Pathankot, Punjab, India",32.2705,15,18.7,03-12-2018,0,12.1,56.8,0,75.6491,21,23.4,4,Clear
"Pathankot, Punjab, India",32.2705,15,19.2,03/13/2018,0,12.6,57.25,0,75.6491,21.4,23.7,4,Clear
"Pathankot, Punjab, India",32.2705,25,17.2,03/14/2018,0,12.4,58.31,0,75.6491,20.9,24.6,4,Clear
"Pathankot, Punjab, India",32.2705,65,17.9,03/15/2018,4,10.3,59.34,50,75.6491,18.4,18.9,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,30,16.9,03/16/2018,0,9.6,62.1,0,75.6491,16.9,16.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,15,17.2,03/17/2018,0,10.7,59.86,0,75.6491,18.6,20.1,4,Clear
"Pathankot, Punjab, India",32.2705,15,17.9,03/18/2018,0,10.5,56.57,0,75.6491,19.4,20.9,4,Clear
"Pathankot, Punjab, India",32.2705,15,18.7,03/19/2018,0,11.9,60.34,0,75.6491,19.8,20.9,4,Clear
"Pathankot, Punjab, India",32.2705,30,18.2,03/20/2018,0,10.4,60.36,0,75.6491,18.2,18.2,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,100,16.9,03/21/2018,13,12.4,72.37,100,75.6491,17.6,18.4,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,16.4,03/22/2018,10,13.2,75.27,50,75.6491,17.6,18.9,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,15,15.7,03/23/2018,0,9.8,58.11,0,75.6491,18.2,20.7,4,Clear
"Pathankot, Punjab, India",32.2705,30,17.9,03/24/2018,0,12,68.71,0,75.6491,17.9,17.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,0,17.9,03/25/2018,0,9.9,59.49,0,75.6491,17.9,17.9,4,Clear
"Pathankot, Punjab, India",32.2705,0,18.9,03/26/2018,0,12.2,57.54,0,75.6491,20.9,22.9,4,Clear
"Pathankot, Punjab, India",32.2705,15,18.1,03/27/2018,0,13.4,60.88,0,75.6491,21.2,24.3,4,Clear
"Pathankot, Punjab, India",32.2705,15,19.4,03/28/2018,0,13.2,56.6,0,75.6491,22.3,25.2,4,Clear
"Pathankot, Punjab, India",32.2705,55,18.7,03/29/2018,0,12.4,57.2,0,75.6491,21.2,23.7,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,0,18.4,03/30/2018,0,10.7,60.81,0,75.6491,18.4,18.4,4,Clear
"Pathankot, Punjab, India",32.2705,0,18.9,03/31/2018,0,11.6,53.52,0,75.6491,21.5,24.2,4,Clear
"Pathankot, Punjab, India",32.2705,15,19.4,04-01-2018,0,12.5,56.35,0,75.6491,21.6,23.9,4,Clear
"Pathankot, Punjab, India",32.2705,30,18.7,04-02-2018,0,10.4,58.5,0,75.6491,18.7,18.7,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,40,19.4,04-03-2018,0,13.6,60.01,0,75.6491,21.7,24.1,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,30,17.4,04-04-2018,5,13,62.97,50,75.6491,20.4,23.4,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,75,18.4,04-05-2018,5,11.5,58.6,50,75.6491,19.9,21.4,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,65,20.2,04-06-2018,8,13.3,56.76,50,75.6491,22.3,24.3,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,50,19.9,04-07-2018,4,14.6,64.93,50,75.6491,21.5,23.1,3,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,100,18.9,04-08-2018,5,12.7,67.26,100,75.6491,18.9,18.9,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,19.9,04-09-2018,5,13.2,65.3,100,75.6491,19.9,19.9,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,18.1,04-10-2018,0,10.7,61.97,0,75.6491,18.1,18.1,4,Overcast
"Pathankot, Punjab, India",32.2705,100,20.9,04-11-2018,22,16.7,76.91,100,75.6491,20.9,20.9,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,65,20.2,04-12-2018,6,15.4,71.9,50,75.6491,20.7,21.2,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,65,19.7,04/13/2018,0,13.2,61.41,0,75.6491,20.9,22.2,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,15,18.7,04/14/2018,0,11.6,54.63,0,75.6491,21.2,23.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,20.2,04/15/2018,0,13.2,64.1,0,75.6491,20.2,20.2,4,Clear
"Pathankot, Punjab, India",32.2705,,,04/16/2018,0,,,,75.6491,,,,
"Pathankot, Punjab, India",32.2705,30,21.7,04/17/2018,0,14.2,57.48,0,75.6491,23,24.3,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,0,22.4,04/18/2018,0,14.2,59.77,0,75.6491,22.4,22.4,4,Clear
"Pathankot, Punjab, India",32.2705,65,22.2,04/19/2018,0,19.4,78.01,0,75.6491,23.8,25.4,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,100,21.7,04/20/2018,0,13.7,60.39,0,75.6491,21.7,21.7,4,Overcast
"Pathankot, Punjab, India",32.2705,,,04/21/2018,0,,,,75.6491,,,,
"Pathankot, Punjab, India",32.2705,15,20.9,04/22/2018,0,13.3,55.62,0,75.6491,22.6,24.3,4,Clear
"Pathankot, Punjab, India",32.2705,15,20.4,04/23/2018,0,13.4,55.08,0,75.6491,22.9,25.4,4,Clear
"Pathankot, Punjab, India",32.2705,0,21.4,04/24/2018,0,14.8,56.77,0,75.6491,23.9,26.4,4,Clear
"Pathankot, Punjab, India",32.2705,0,22.7,04/25/2018,0,16,57.43,0,75.6491,25,27.4,4,Clear
"Pathankot, Punjab, India",32.2705,15,23.4,04/26/2018,0,16.9,57.18,0,75.6491,26,28.7,4,Clear
"Pathankot, Punjab, India",32.2705,40,24.2,04/27/2018,4,15.9,52.92,50,75.6491,26.3,28.4,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,65,22.4,04/28/2018,6,15.4,54.02,50,75.6491,25.5,28.7,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,30,21.7,04/29/2018,0,15.7,58.55,0,75.6491,24.4,27.2,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,15,22.9,04/30/2018,0,16.3,56.75,0,75.6491,25.5,28.2,4,Clear
"Pathankot, Punjab, India",32.2705,50,22.4,05-01-2018,0,15.4,53.47,0,75.6491,25.6,28.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,100,22.9,05-02-2018,16,15.3,56.92,100,75.6491,24.4,25.8,2,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,75,20.7,05-03-2018,5,15.2,63.57,50,75.6491,22.4,24.2,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,30,20.4,05-04-2018,0,12.9,53.34,0,75.6491,22.9,25.4,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,50,25.4,05-05-2018,0,16.4,57.48,0,75.6491,25.4,25.4,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,100,20.4,05-06-2018,0,12.7,61.28,0,75.6491,20.4,20.4,4,Overcast
"Pathankot, Punjab, India",32.2705,90,19.9,05-07-2018,6,16.2,67.05,50,75.6491,22.6,25.4,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,65,20.7,05-08-2018,20,15.4,64.6,100,75.6491,22.4,24.2,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,50,19.9,05-09-2018,0,14.9,65.87,0,75.6491,21.5,23.1,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,15,20.2,05-10-2018,0,13.8,59.62,0,75.6491,22,23.9,4,Clear
"Pathankot, Punjab, India",32.2705,0,20.7,05-11-2018,0,13.5,53.58,0,75.6491,23.7,26.7,4,Clear
"Pathankot, Punjab, India",32.2705,50,20.9,05-12-2018,0,14.9,54.16,0,75.6491,24.9,28.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,65,21.4,05/13/2018,7,15.1,54.83,50,75.6491,25,28.7,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,65,21.9,05/14/2018,0,14.5,52.48,0,75.6491,25,28.2,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,100,21.9,05/15/2018,0,13.9,60.44,0,75.6491,21.9,21.9,4,Overcast
"Pathankot, Punjab, India",32.2705,15,22.4,05/16/2018,0,14.4,51.04,0,75.6491,25.4,28.4,4,Clear
"Pathankot, Punjab, India",32.2705,65,22.9,05/17/2018,0,15.3,53.23,0,75.6491,25.5,28.2,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,65,22.7,05/18/2018,0,15.5,56.98,0,75.6491,24.7,26.7,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,50,23.9,05/19/2018,3,16,52.99,50,75.6491,26.4,28.9,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,0,25.2,05/20/2018,0,16.9,54.81,0,75.6491,26.8,28.4,4,Clear
"Pathankot, Punjab, India",32.2705,15,24.6,05/21/2018,0,17.4,55.42,0,75.6491,27.1,29.7,4,Clear
"Pathankot, Punjab, India",32.2705,15,24.9,05/22/2018,0,16.3,53.85,0,75.6491,26.4,27.9,4,Clear
"Pathankot, Punjab, India",32.2705,0,24.3,05/23/2018,0,17.5,55.42,0,75.6491,27.2,30.1,4,Clear
"Pathankot, Punjab, India",32.2705,0,24.3,05/24/2018,0,15.7,49.85,0,75.6491,27.1,29.9,4,Clear
"Pathankot, Punjab, India",32.2705,0,26.9,05/25/2018,0,18.4,51.59,0,75.6491,29.4,31.9,4,Clear
"Pathankot, Punjab, India",32.2705,0,26.4,05/26/2018,0,18.1,51.52,0,75.6491,29.1,31.9,4,Clear
"Pathankot, Punjab, India",32.2705,50,26.2,05/27/2018,0,18.1,51.87,0,75.6491,29,31.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,30,31.9,05/28/2018,0,22.4,57.25,0,75.6491,31.9,31.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,25,27.4,05/29/2018,0,19.7,55.51,0,75.6491,29.5,31.7,4,Clear
"Pathankot, Punjab, India",32.2705,30,30.9,05/30/2018,0,20.4,53.61,0,75.6491,30.9,30.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,55,26.9,05/31/2018,0,18,53.48,0,75.6491,28.4,29.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,100,28.4,06-01-2018,12,20.6,62.68,100,75.6491,28.4,28.4,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,30,26.2,06-02-2018,0,18.2,57.38,0,75.6491,27.4,28.7,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,90,25.7,06-03-2018,0,16.9,50.92,0,75.6491,28.2,30.7,4,Overcast
"Pathankot, Punjab, India",32.2705,65,26.7,06-04-2018,0,18.4,57.7,0,75.6491,27.5,28.4,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,100,26.2,06-05-2018,0,18.5,58.44,0,75.6491,27.4,28.7,4,Overcast
"Pathankot, Punjab, India",32.2705,65,26.7,06-06-2018,25,18.5,57.22,50,75.6491,27.8,28.9,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,25,26.9,06-07-2018,0,19.7,59.17,0,75.6491,28.5,30.1,4,Clear
"Pathankot, Punjab, India",32.2705,100,27.2,06-08-2018,0,18.7,56.68,0,75.6491,28.4,29.7,4,Overcast
"Pathankot, Punjab, India",32.2705,100,26.9,06-09-2018,14,19.4,63.53,100,75.6491,26.9,26.9,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,15,25.2,06-10-2018,5,17.9,58.56,50,75.6491,26.7,28.2,4,Rain
"Pathankot, Punjab, India",32.2705,15,26.9,06-11-2018,0,17.2,51,0,75.6491,28.3,29.7,4,Clear
"Pathankot, Punjab, India",32.2705,40,26.9,06-12-2018,0,17.6,53.25,0,75.6491,28,29.2,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,30,27.2,06/13/2018,3,18.9,54.32,50,75.6491,29,30.9,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,30,27.7,06/14/2018,43,18.9,58.49,50,75.6491,27.9,28.1,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,100,25.8,06/15/2018,33,19.2,62.74,50,75.6491,26.9,27.9,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,28.2,06/16/2018,0,20.4,62.64,0,75.6491,28.2,28.2,4,Overcast
"Pathankot, Punjab, India",32.2705,100,25.4,06/17/2018,0,18.9,67.29,0,75.6491,25.4,25.4,4,Overcast
"Pathankot, Punjab, India",32.2705,65,24.9,06/18/2018,32,18.5,63.91,50,75.6491,25.9,26.9,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,30,25.7,06/19/2018,0,18.3,58.3,0,75.6491,27.2,28.7,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,15,25.8,06/20/2018,0,19.2,60.23,0,75.6491,27.6,29.4,4,Clear
"Pathankot, Punjab, India",32.2705,0,27.2,06/21/2018,0,19,58.28,0,75.6491,27.9,28.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,26.7,06/22/2018,0,17.8,52.51,0,75.6491,28.4,30.2,4,Clear
"Pathankot, Punjab, India",32.2705,55,27.7,06/23/2018,0,18.3,53.4,0,75.6491,28.7,29.7,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,0,27.9,06/24/2018,0,19,54.95,0,75.6491,29,30.2,4,Clear
"Pathankot, Punjab, India",32.2705,15,28.4,06/25/2018,0,19.5,54.97,0,75.6491,29.5,30.7,4,Clear
"Pathankot, Punjab, India",32.2705,100,26.7,06/26/2018,0,18.5,53.92,0,75.6491,28.8,30.9,4,Overcast
"Pathankot, Punjab, India",32.2705,100,25.8,06/27/2018,28,20,63.76,50,75.6491,27.5,29.2,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,18.9,06/28/2018,122,21.5,100,100,75.6491,21.5,24.2,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,90,24.2,06/29/2018,0,18.5,69.47,0,75.6491,24.4,24.6,3,Overcast
"Pathankot, Punjab, India",32.2705,50,25.2,06/30/2018,43,25.2,100,100,75.6491,25.2,25.2,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,30,25.4,07-01-2018,0,18.9,67.29,0,75.6491,25.4,25.4,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,100,25.2,07-02-2018,48,20,71.42,50,75.6491,25.5,25.8,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,24.2,07-03-2018,0,19.7,75.98,0,75.6491,24.2,24.2,4,Overcast
"Pathankot, Punjab, India",32.2705,75,22.7,07-04-2018,16,20,85.58,100,75.6491,22.8,22.9,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,65,24.2,07-05-2018,0,18.3,68.38,0,75.6491,24.5,24.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,40,24.2,07-06-2018,0,18,63.77,0,75.6491,25.4,26.7,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,40,24.6,07-07-2018,0,17.9,60.2,0,75.6491,26.3,27.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,30,26.2,07-08-2018,0,17.9,56.91,0,75.6491,27.2,28.2,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,40,24.2,07-09-2018,34,21.1,77.21,50,75.6491,25.5,26.9,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,100,26.7,07-10-2018,17,21.5,68.33,50,75.6491,27.9,29.2,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,26.2,07-11-2018,4,20.2,66.78,50,75.6491,26.9,27.7,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,24.6,07-12-2018,31,22.4,83.78,50,75.6491,25.6,26.7,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,65,24.2,07/13/2018,90,22.2,84.38,100,75.6491,25.3,26.4,3,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,30,26.2,07/14/2018,26,19.4,66.32,50,75.6491,26.3,26.4,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,65,25.4,07/15/2018,61,20.8,73.65,50,75.6491,25.9,26.4,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,90,24.3,07/16/2018,43,21.9,81.21,50,75.6491,25.8,27.2,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,90,24.6,07/17/2018,79,20.2,75.22,100,75.6491,24.9,25.2,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,65,24.3,07/18/2018,0,18.4,64.87,0,75.6491,25.5,26.7,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,40,25.4,07/19/2018,26,19.1,66.77,50,75.6491,25.8,26.2,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,90,25.4,07/20/2018,0,18.8,65.35,0,75.6491,25.8,26.2,4,Overcast
"Pathankot, Punjab, India",32.2705,100,24.6,07/21/2018,36,19.6,70.51,100,75.6491,25.4,26.1,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,24.3,07/22/2018,51,25.4,100,50,75.6491,25.4,26.4,2,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,24.2,07/23/2018,45,19.4,70.16,50,75.6491,25.3,26.4,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,24.9,07/24/2018,3,19.3,67,50,75.6491,25.9,26.9,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,25.7,07/25/2018,12,18.9,66.1,100,75.6491,25.7,25.7,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,23.9,07/26/2018,124,21.9,86.23,100,75.6491,24.5,25.2,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,65,23.9,07/27/2018,0,18.9,69.33,0,75.6491,24.9,25.8,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,100,24.2,07/28/2018,73,22.8,87.45,100,75.6491,25.2,26.2,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,50,24.9,07/29/2018,24,17.3,62.14,50,75.6491,25,25.2,3,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,65,24.2,07/30/2018,0,17.6,62.03,0,75.6491,25.4,26.7,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,75,24.1,07/31/2018,75,21,79.94,100,75.6491,24.7,25.4,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,100,24.2,08-01-2018,30,18.7,66.1,50,75.6491,25.5,26.9,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,75,25.2,08-02-2018,0,18.6,65.28,0,75.6491,25.6,26.1,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,65,24.3,08-03-2018,15,18.5,65.12,50,75.6491,25.5,26.7,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,100,24.2,08-04-2018,40,22.4,86.96,100,75.6491,24.9,25.7,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,23.9,08-05-2018,100,24,100,100,75.6491,24,24.2,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,23.4,08-06-2018,67,23.5,100,100,75.6491,23.5,23.7,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,22.9,08-07-2018,136,23.1,100,100,75.6491,23.1,23.4,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,22.9,08-08-2018,4,20.5,83.18,50,75.6491,23.9,24.9,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,90,23.7,08-09-2018,23,18.9,70.2,100,75.6491,24.7,25.7,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,23.4,08-10-2018,50,22,86.96,100,75.6491,24.5,25.7,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,24.2,08-11-2018,0,17.7,67.05,0,75.6491,24.2,24.2,4,Overcast
"Pathankot, Punjab, India",32.2705,100,23.4,08-12-2018,33,24.3,100,100,75.6491,24.3,25.2,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,22.9,08/13/2018,143,23.5,100,100,75.6491,23.5,24.2,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,90,22.7,08/14/2018,18,21.8,87.41,50,75.6491,24.2,25.7,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,65,24.2,08/15/2018,0,18.3,67.57,0,75.6491,24.7,25.2,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,100,24.2,08/16/2018,0,17.7,62.08,0,75.6491,25.5,26.9,4,Overcast
"Pathankot, Punjab, India",32.2705,100,24.3,08/17/2018,6,18.1,66.17,50,75.6491,24.9,25.4,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,23.9,08/18/2018,65,21.1,83.6,100,75.6491,24.4,24.9,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,23.7,08/19/2018,83,23.3,91.28,100,75.6491,24.9,26.1,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,24.2,08/20/2018,30,21.3,82.9,100,75.6491,24.7,25.2,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,24.9,08/21/2018,0,20.7,77.52,0,75.6491,24.9,24.9,4,Overcast
"Pathankot, Punjab, India",32.2705,90,23.9,08/22/2018,0,18.7,68.16,0,75.6491,25,26.2,4,Overcast
"Pathankot, Punjab, India",32.2705,100,22.9,08/23/2018,69,23.6,100,100,75.6491,23.6,24.3,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,22.4,08/24/2018,277,23.1,100,100,75.6491,23.1,23.9,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,23.1,08/25/2018,46,18.8,70.65,100,75.6491,24.5,25.8,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,90,23.4,08/26/2018,11,21.7,84.57,50,75.6491,24.8,26.2,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,65,24.9,08/27/2018,0,18.5,64.29,0,75.6491,25.8,26.7,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,100,24.3,08/28/2018,0,17.9,62.53,0,75.6491,25.6,26.9,4,Overcast
"Pathankot, Punjab, India",32.2705,100,24.2,08/29/2018,39,18.9,67.09,100,75.6491,25.4,26.7,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,23.9,08/30/2018,57,22.3,85.88,100,75.6491,25,26.2,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,23.9,08/31/2018,10,18.6,67.64,50,75.6491,25,26.2,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,24.6,09-01-2018,0,17.6,63.71,0,75.6491,24.9,25.2,4,Overcast
"Pathankot, Punjab, India",32.2705,100,24.2,09-02-2018,23,17.9,66.11,50,75.6491,24.7,25.2,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,23.7,09-03-2018,13,24,100,100,75.6491,24,24.3,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,23.1,09-04-2018,41,20.9,83.63,100,75.6491,24.1,25.2,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,25.4,09-05-2018,5,17.4,61.24,100,75.6491,25.4,25.4,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,23.9,09-06-2018,0,17.3,62.33,0,75.6491,25,26.2,4,Overcast
"Pathankot, Punjab, India",32.2705,90,24.3,09-07-2018,18,18.5,65.25,50,75.6491,25.5,26.7,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,24.3,09-08-2018,0,17.9,67.09,0,75.6491,24.3,24.3,4,Overcast
"Pathankot, Punjab, India",32.2705,100,23.7,09-09-2018,0,18.5,67.83,0,75.6491,24.9,26.1,4,Overcast
"Pathankot, Punjab, India",32.2705,100,23.4,09-10-2018,3,18.1,67.21,50,75.6491,24.6,25.8,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,75,24.3,09-11-2018,22,17.5,62.61,50,75.6491,25.1,25.8,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,40,24.1,09-12-2018,39,18.2,67.77,100,75.6491,24.6,25.1,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,100,23.7,09/13/2018,21,17.7,69.1,100,75.6491,23.7,23.7,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,90,22.7,09/14/2018,131,20.5,85.03,100,75.6491,23.4,24.2,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,80,22.7,09/15/2018,0,16.8,62.64,0,75.6491,24.4,26.1,4,Overcast
"Pathankot, Punjab, India",32.2705,65,22.9,09/16/2018,0,16,58.07,0,75.6491,24.9,26.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,,,09/17/2018,0,,,,75.6491,,,,
"Pathankot, Punjab, India",32.2705,80,25.4,09/18/2018,0,16.2,56.75,0,75.6491,25.4,25.4,4,Overcast
"Pathankot, Punjab, India",32.2705,30,22.9,09/19/2018,0,17.1,62.11,0,75.6491,24.9,26.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,30,25.8,09/20/2018,0,17.4,59.45,0,75.6491,25.8,25.8,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,80,23.7,09/21/2018,0,16.1,59.59,0,75.6491,24.5,25.4,4,Overcast
"Pathankot, Punjab, India",32.2705,100,22.2,09/22/2018,58,22.6,100,100,75.6491,22.6,23.1,2,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,22.1,09/23/2018,150,22.1,100,100,75.6491,22.1,22.2,2,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,21.2,09/24/2018,26,21.4,100,100,75.6491,21.4,21.7,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,65,20.7,09/25/2018,0,16.2,67.25,0,75.6491,22.8,24.9,11.5,Partially cloudy
"Pathankot, Punjab, India",32.2705,40,22.4,09/26/2018,0,16.1,61.44,0,75.6491,24.1,25.8,4,Partially cloudy
